,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
311,Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/299599495/,Москва,sale,flat,2,12,1,31.05,-1,0,10400000,Чертаново Южное, Академика Янгеля,8,Улица Академика Янгеля,
312,Московский Риэлторский Центр,real_estate_agent,https://www.cian.ru/sale/flat/300967353/,Москва,sale,flat,3,16,1,42.4,-1,0,11500000,Южное Бутово, Адмирала Лазарева,19к1,Бульвар Адмирала Ушакова,
313,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298355887/,Москва,sale,flat,11,17,1,39.6,-1,0,10200000,, Бианки,4К1,Рассказовка,Город-парк Первый Московский
314,Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300622311/,Москва,sale,flat,3,8,1,49.7,-1,0,15950000,Лефортово,Энергетическая ,22,Авиамоторная,
315,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298340622/,Москва,sale,flat,12,27,1,44.1,-1,0,19000000,Хорошевский, Зорге,9к1,Зорге,Рихард
316,Лидия Ортнер,realtor,https://www.cian.ru/sale/flat/295022763/,Москва,sale,flat,7,15,1,43.7,-1,0,10300000,, Кварцевая,2к3,Прокшино,
317,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301852460/,Москва,sale,flat,13,13,1,47.9,-1,0,23000000,Даниловский, Архитектора Щусева,5к2,ЗИЛ,ЗИЛАРТ
318,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/300531835/,Москва,sale,flat,32,46,1,45.0,-1,0,29000000,Хорошево-Мневники,Шелепихинская набережная,34к2зд2,Шелепиха,Сердце Столицы
319,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300912994/,Москва,sale,flat,9,9,1,30.1,-1,0,10500000,Нагатинский затон,Судостроительная ,49К3,Нагатинский Затон,
320,Манхэттен эстейт,real_estate_agent,https://www.cian.ru/sale/flat/301755324/,Москва,sale,flat,10,12,1,41.0,-1,0,11500000,, Липовый Парк,2,Коммунарка,Москва А101
321,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301384971/,Москва,sale,flat,22,32,1,39.6,-1,0,12300000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
322,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298268445/,Москва,sale,flat,9,25,1,38.3,-1,0,10500000,, Никитина,11к1,Рассказовка,Город-парк Первый Московский
323,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301217334/,Москва,sale,flat,1,12,1,35.4,-1,0,10700000,Северное Медведково,проезд Шокальского,31К3,Медведково,
324,BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301019177/,Москва,sale,flat,31,34,1,36.0,-1,0,22000000,Хорошево-Мневники,Шелепихинская набережная,34,Шелепиха,Сердце Столицы
325,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301310418/,Москва,sale,flat,4,16,1,37.1,-1,0,10500000,Некрасовка, Вертолетчиков,2Ак3,Некрасовка,В Некрасовке-2 (1 очередь)
326,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/300892101/,Москва,sale,flat,3,17,1,37.9,-1,0,11000000,, Бориса Пастернака,33к2,Рассказовка,
327,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300922960/,Москва,sale,flat,8,22,1,47.3,-1,0,17974000,Чертаново Южное, Академика Янгеля,1к1,Улица Академика Янгеля,Чертановский
328,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299473107/,Москва,sale,flat,3,12,1,38.7,-1,0,10500000,Южное Бутово, Адмирала Лазарева,39К1,Улица Горчакова,
329,Prime,real_estate_agent,https://www.cian.ru/sale/flat/300941020/,Москва,sale,flat,2,28,1,46.3,-1,0,18400000,Даниловский,1-я оч.,к7,ЗИЛ,Shagal
330,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301184666/,Москва,sale,flat,12,22,1,45.0,-1,0,22500000,Тропарево-Никулино,Озерная ,35,Озёрная,Пикассо
331,Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/300776102/,Москва,sale,flat,3,17,1,38.0,-1,0,10500000,Северное Бутово,Коктебельская ,2К2,Бульвар Дмитрия Донского,
332,Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/297661462/,Москва,sale,flat,23,25,1,36.0,-1,0,17600000,Фили-Давыдково,Кастанаевская ,65,Кунцевская,
333,Самолет плюс,real_estate_agent,https://www.cian.ru/sale/flat/300472479/,Москва,sale,flat,5,12,1,40.5,-1,0,11800000,, Василия Аксенова,2,Рассказовка,
334,СТРОЙИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/298213552/,Москва,sale,flat,2,17,1,37.3,-1,0,10600000,Дмитровский,Клязьминская ,5К1,Грачёвская,
335,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298702852/,Москва,sale,flat,4,7,1,35.0,-1,0,7650000,Коптево, Клары Цеткин,18к3,Красный Балтиец,
336,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/295529312/,Москва,sale,flat,4,5,1,27.0,-1,0,24700000,Тверской, Петровка,26С3,Пушкинская,La Rue
337,ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/297433458/,Москва,sale,flat,3,17,1,38.6,-1,0,8500000,Косино-Ухтомский,Лухмановская ,34,Лухмановская,
338,Реалист,real_estate_agent,https://www.cian.ru/sale/flat/299923856/,Москва,sale,flat,9,14,1,42.7,-1,0,10500000,, 1-я Ватутинская,12к2,Коммунарка,Russian Design District
339,Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/299563667/,Москва,sale,flat,15,17,1,38.4,-1,0,17840000,Войковский,Старопетровский проезд,8,Войковская,
340,ТРИИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/300135811/,Москва,sale,flat,7,8,1,33.0,-1,0,13500000,Южнопортовый, Трофимова,15,Автозаводская,
341,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/298295575/,Москва,sale,flat,7,8,1,32.0,-1,0,9500000,Рязанский,Луховицкая ,2/57,Окская,
342,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299938068/,Москва,sale,flat,14,17,1,37.9,-1,0,10450000,Братеево, Борисовские Пруды,18К1,Борисово,
343,Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/298720724/,Москва,sale,flat,2,4,1,17.5,-1,0,7840000,Соколиная гора,Щербаковская ,53К17,Измайлово,
344,ГОРОДА,real_estate_agent,https://www.cian.ru/sale/flat/301316703/,Москва,sale,flat,13,24,1,31.6,-1,0,11750000,Текстильщики,1-й Грайвороновский проезд,7,Текстильщики,
345,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300780545/,Москва,sale,flat,8,9,1,32.0,-1,0,12000000,Кузьминки,Волгоградский проспект,80/2К1,Кузьминки,
346,ТРИИНВЕСТ,real_estate_agent,https://www.cian.ru/sale/flat/301784802/,Москва,sale,flat,9,9,1,33.0,-1,0,12800000,Коньково, Введенского,20К1,Беляево,
347,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301578537/,Москва,sale,flat,8,8,1,42.4,-1,0,10950000,, Эдварда Грига,17,Потапово,Скандинавия
348,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300789491/,Москва,sale,flat,9,25,1,41.3,-1,0,13500000,, Саларьевская,8к1,Саларьево,Саларьево парк
349,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/300225205/,Москва,sale,flat,7,9,1,35.0,-1,0,19500000,Замоскворечье,Большая Пионерская ,37/38,Серпуховская,
350,OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300920332/,Москва,sale,flat,1,12,1,38.9,-1,0,11000000,Бабушкинский,Енисейская ,26,Бабушкинская,
351,Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/297827625/,Москва,sale,flat,20,23,1,49.0,-1,0,24900000,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский
352,ID 71755644,unknown,https://www.cian.ru/sale/flat/301847640/,Москва,sale,flat,5,15,1,35.0,-1,0,12200000,Сосенское поселение,проспект Куприна,1к2,,
353,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298463287/,Москва,sale,flat,1,14,1,54.7,-1,0,10350000,Покровское-Стрешнево,1-й Тушинский проезд,19,Тушинская,
354,ID 99881729,realtor,https://www.cian.ru/sale/flat/301735940/,Москва,sale,flat,7,13,1,38.0,-1,0,9300000,Савёлки,Зеленоград,к616,Зеленоград — Крюково,
355,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298373700/,Москва,sale,flat,11,17,1,40.5,-1,0,8150000,,,40к2,Бунинская аллея,Санрайс
356,Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/sale/flat/298556528/,Москва,sale,flat,2,14,1,34.9,-1,0,10900000,Можайский, Кутузова,11,Рабочий посёлок,
357,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301205880/,Москва,sale,flat,8,9,1,30.0,-1,0,8800000,Северное Измайлово,Сиреневый бульвар,69К1,Щёлковская,
358,Самолет Плюс Москва ЦАО,real_estate_agent,https://www.cian.ru/sale/flat/301080289/,Москва,sale,flat,15,17,1,49.6,-1,0,12300000,Северное Бутово,Коктебельская ,8,Бульвар Дмитрия Донского,
359,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299984308/,Москва,sale,flat,13,16,1,41.8,-1,0,8650000,, Летчика Ульянина,7,Пыхтино,
360,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/300648657/,Москва,sale,flat,12,12,1,38.2,-1,0,9490000,Алтуфьевский,Костромская ,4,Бибирево,
361,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301737950/,Москва,sale,flat,8,17,1,38.0,-1,0,9000000,Бирюлево Восточное,6-я Радиальная ,7/1к1,Царицыно,Царицыно-2
362,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298195100/,Москва,sale,flat,10,12,1,38.8,-1,0,9500000,,проспект Куприна,36к2,Бунинская аллея,Эко Бунино
363,Екатерина Федотова,realtor,https://www.cian.ru/sale/flat/301846703/,Москва,sale,flat,14,16,1,34.8,-1,0,11000000,Очаково-Матвеевское,Озерная ,29К3,Озёрная,
364,ID 88424902,unknown,https://www.cian.ru/sale/flat/301739050/,Москва,sale,flat,1,6,1,31.0,-1,0,8250000,, Жемчужная,1к10,Филатов Луг,Марьино Град
365,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301837496/,Москва,sale,flat,10,28,1,45.0,-1,0,15499000,Щукино,Волоколамское шоссе,24к1,Стрешнево,Волоколамское 24
366,ID 49525710,unknown,https://www.cian.ru/sale/flat/301539824/,Москва,sale,flat,11,12,1,37.2,-1,0,12450000,Солнцево,Солнцевский проспект,26,Солнцево,
367,МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/301514149/,Москва,sale,flat,4,9,1,30.8,-1,0,9600000,Левобережный,Ленинградское шоссе,112/1,Беломорская,
368,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299473015/,Москва,sale,flat,1,12,1,39.0,-1,0,7990000,Ивановское,Магнитогорская ,13,Новогиреево,
369,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299340897/,Москва,sale,flat,7,19,1,43.0,-1,0,8790000,, Барышевская Роща,12,Щербинка,Прима-Парк
370,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301379769/,Москва,sale,flat,16,17,1,30.9,-1,0,8500000,Бирюлево Восточное,6-я Радиальная ,7,Царицыно,Царицыно-2
371,Андрей Кидалюк,realtor,https://www.cian.ru/sale/flat/301453507/,Москва,sale,flat,6,6,1,43.5,-1,0,9000000,Чертаново Северное,Чертановская ,7А,Чертановская,Станция
372,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301752285/,Москва,sale,flat,16,17,1,38.0,-1,0,9000000,Бирюлево Восточное,6-я Радиальная ,вл7к30,Царицыно,Царицыно-2
373,Парадайс,real_estate_agent,https://www.cian.ru/sale/flat/298296311/,Москва,sale,flat,13,17,1,37.1,-1,0,10300000,Митино,Митинская ,55,Пятницкое шоссе,
374,ID 143305,realtor,https://www.cian.ru/sale/flat/301805030/,Москва,sale,flat,1,17,1,40.0,-1,0,10300000,Митино, Генерала Белобородова,12,Митино,
375,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300576976/,Москва,sale,flat,14,14,1,42.0,-1,0,9700000,Северное Бутово,Старобитцевская ,15К2,Бульвар Дмитрия Донского,
376,Анастасия Алимова,realtor,https://www.cian.ru/sale/flat/301404614/,Москва,sale,flat,9,17,1,38.8,-1,0,13500000,Люблино, Верхние Поля,35К4,Люблино,
377,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/296063154/,Москва,sale,flat,2,14,1,47.6,-1,0,21000000,Преображенское,Краснобогатырская ,90С2,Преображенская площадь,Наследие
378,Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/294163998/,Москва,sale,flat,12,14,1,38.8,-1,0,14050000,Южнопортовый,Шарикоподшипниковская ,18,Дубровка,
379,Ashtons International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301646294/,Москва,sale,flat,5,12,1,38.6,-1,0,10500000,Выхино-Жулебино,Жулебинский бульвар,30К1,Жулебино,
380,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/297302521/,Москва,sale,flat,8,9,1,31.8,-1,0,11700000,Кунцево,Рублевское шоссе,97К3,Молодёжная,
381,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299074966/,Москва,sale,flat,2,8,1,43.0,-1,0,14900000,Южнопортовый,Шарикоподшипниковская ,9,Дубровка,
382,STEPINVESTMENT,real_estate_agent,https://www.cian.ru/sale/flat/301102746/,Москва,sale,flat,11,12,1,33.1,-1,0,15300000,Басманный,Гольяновская ,1Б,Электрозаводская,
383,Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/297937991/,Москва,sale,flat,4,12,1,40.6,-1,0,9500000,Косино-Ухтомский,Святоозерская ,11,Лухмановская,
384,Желтый квадрат,real_estate_agent,https://www.cian.ru/sale/flat/298751603/,Москва,sale,flat,8,8,1,42.6,-1,0,19950000,Тверской,Новослободская ,50/1С1А,Менделеевская,
385,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301380088/,Москва,sale,flat,8,17,1,38.1,-1,0,9899999,Северное Бутово, Грина,9,Бульвар Дмитрия Донского,
386,ПИА Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301398177/,Москва,sale,flat,25,25,1,53.1,-1,0,17050000,Кв-ра в развитом е!1-комн. квартира,25/25 этаж,,,
387,MadeState,real_estate_agent,https://www.cian.ru/sale/flat/301364480/,Москва,sale,flat,18,42,1,40.7,-1,0,26500000,Хорошевский,Ленинградский проспект,37/3,Аэропорт,Прайм Парк
388,Марина Герб,realtor,https://www.cian.ru/sale/flat/301370692/,Москва,sale,flat,5,9,1,33.0,-1,0,13520000,Коньково,Профсоюзная ,92,Беляево,
389,АЛЬФА 2017,real_estate_agent,https://www.cian.ru/sale/flat/301401833/,Москва,sale,flat,3,19,1,39.4,-1,0,9500000,, Москвитина,3к1,Рассказовка,Город-парк Первый Московский
390,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/301560441/,Москва,sale,flat,23,35,1,45.0,-1,0,26500000,Останкинский, Годовикова,11к2,Алексеевская,iLove
391,Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/300670685/,Москва,sale,flat,4,5,1,30.0,-1,0,9700000,Южное Тушино,Лодочная ,35С1,Сходненская,
392,Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/298254403/,Москва,sale,flat,4,33,1,42.9,-1,0,23900000,Останкинский, Годовикова,11к2,Алексеевская,iLove
393,Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298677787/,Москва,sale,flat,4,24,1,34.0,-1,0,25800000,Красносельский,Большая Спасская ,35,Комсомольская,Dialog
394,ID 24537240,realtor,https://www.cian.ru/sale/flat/301722447/,Москва,sale,flat,14,25,1,39.0,-1,0,15900000,Чертаново Южное,Варшавское шоссе,141Ак5,Аннино,Аннино парк
395,Бест офис на Таганской,real_estate_agent,https://www.cian.ru/sale/flat/300728418/,Москва,sale,flat,3,19,1,55.7,-1,0,21000000,Хорошево-Мневники,проспект Маршала Жукова,76к2,Народное Ополчение,
396,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301593901/,Москва,sale,flat,4,9,1,37.0,-1,0,9900000,, Николо-Хованская,22,Прокшино,Николин Парк
397,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301035602/,Москва,sale,flat,29,33,1,38.6,-1,0,12500000,Дмитровский,Лобненская ,13к3,Лианозово,Дмитровский парк
398,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300100659/,Москва,sale,flat,18,18,1,37.7,-1,0,13700000,,проспект Прокшинский,12,Прокшино,Прокшино
399,Эксклюзив Хоум,real_estate_agent,https://www.cian.ru/sale/flat/298602064/,Москва,sale,flat,12,14,1,40.0,-1,0,9700000,, Фитаревская,6,Коммунарка,Аквилон PARK
400,Огни Города,real_estate_agent,https://www.cian.ru/sale/flat/301851799/,Москва,sale,flat,16,17,1,37.8,-1,0,13200000,Бескудниковский,Дубнинская ,53К3,Яхромская,
401,EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/296043335/,Москва,sale,flat,2,29,1,46.0,-1,0,19200000,Даниловский,Восточная ,4Ак1,Автозаводская,RiverSky
402,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298274016/,Москва,sale,flat,11,17,1,37.6,-1,0,10800000,, Бориса Пастернака,49,Мичуринец,
403,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/301269844/,Москва,sale,flat,3,5,1,31.1,-1,0,10490000,Даниловский, Симоновский Вал,22К3,Пролетарская,
404,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300206672/,Москва,sale,flat,9,19,1,35.4,-1,0,16800000,Солнцево,Производственная ,10к1,Солнцево,Лучи
405,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/299071770/,Москва,sale,flat,17,21,1,42.0,-1,0,21990000,Алексеевский,Новоалексеевская ,16к2,Алексеевская,Серебряный фонтан
406,do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/300953502/,Москва,sale,flat,41,51,1,48.2,-1,0,23000000,Обручевский,Ленинский проспект,111к1,Новаторская,Well House на Ленинском
407,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300096662/,Москва,sale,flat,12,12,1,35.1,-1,0,8300000,,проспект Куприна,36к1,Бунинская аллея,Эко Бунино
408,Vysotsky Estate,real_estate_agent,https://www.cian.ru/sale/flat/301721753/,Москва,sale,flat,9,11,1,39.8,-1,0,28000000,Басманный, Казакова,7,Курская,
409,Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/296562644/,Москва,sale,flat,7,14,1,41.2,-1,0,10600000,Чертаново Северное,Чертановская ,7К2,Южная,
410,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299732160/,Москва,sale,flat,8,9,1,39.7,-1,0,10760000,Перово,1-я Владимирская ,18К5,Перово,
411,Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/298794106/,Москва,sale,flat,7,7,1,19.1,-1,0,7490000,Марьина роща,проезд 3-й Марьиной рощи,40С1,Марьина Роща,
412,Friends,real_estate_agent,https://www.cian.ru/sale/flat/300814999/,Москва,sale,flat,16,22,1,74.4,-1,0,41450000,Тропарево-Никулино,проспект Вернадского,92,Тропарёво,
413,ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/299426713/,Москва,sale,flat,11,17,1,37.8,-1,0,11300000,Солнцево,Солнцевский проспект,19,Солнцево,
414,ID 93964177,realtor,https://www.cian.ru/sale/flat/301848142/,Москва,sale,flat,18,31,1,33.0,-1,0,15000000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
415,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301675716/,Москва,sale,flat,4,5,1,30.3,-1,0,10800000,Богородское,проезд 3-й Подбельского,14К2,Бульвар Рокоссовского,
416,СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/297788340/,Москва,sale,flat,6,35,1,43.0,-1,0,25000000,Останкинский, Годовикова,11к2,Алексеевская,iLove
417,МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/295649148/,Москва,sale,flat,3,3,1,18.9,-1,0,5570000,Басманный,Большая Почтовая ,38С6,Электрозаводская,
418,ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/299396300/,Москва,sale,flat,8,18,1,36.9,-1,0,12290000,Северный,бульвар Академика Ландау,5к2,Физтех,
419,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299525111/,Москва,sale,flat,2,3,1,44.7,-1,0,8600000,, Николинские Ключи,30,Крёкшино,Ново-Никольское
420,Веста,real_estate_agent,https://www.cian.ru/sale/flat/301811738/,Москва,sale,flat,7,17,1,36.0,-1,0,9300000,, Авиаконструктора Петлякова,13к1,Пыхтино,Солнцево парк
421,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300529472/,Москва,sale,flat,1,12,1,34.7,-1,0,8350000,Бирюлево Восточное,Михневская ,5к2,Царицыно,
422,Московский Квартал,real_estate_agent,https://www.cian.ru/sale/flat/300542749/,Москва,sale,flat,24,29,1,37.7,-1,0,18000000,Очаково-Матвеевское,Аминьевское шоссе,4Д,Аминьевская,
423,Макспол Парк Культуры,real_estate_agent,https://www.cian.ru/sale/flat/298907853/,Москва,sale,flat,5,9,1,39.1,-1,0,13600000,Алексеевский, Бориса Галушкина,18,ВДНХ,
424,Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/301553759/,Москва,sale,flat,3,33,1,31.5,-1,0,17400000,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный
425,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/300615952/,Москва,sale,flat,8,12,1,35.7,-1,0,10000000,, Сервантеса,3к3,Филатов Луг,Испанские кварталы
426,ID 643585,unknown,https://www.cian.ru/sale/flat/301309245/,Москва,sale,flat,2,12,1,42.0,-1,0,9800000,Старое Крюково,Солнечная аллея,к935,Зеленоград — Крюково,
427,Елена Харламенкова,realtor,https://www.cian.ru/sale/flat/301614372/,Москва,sale,flat,29,41,1,40.9,-1,0,20500000,Раменки, Василия Ланового,1к1,Аминьевская,Огни
428,Арт Риэлти,real_estate_agent,https://www.cian.ru/sale/flat/297511312/,Москва,sale,flat,9,48,1,42.0,-1,0,24200000,Хорошево-Мневники, Народного Ополчения,15К1,Народное Ополчение,Wellton Towers
429,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300870617/,Москва,sale,flat,2,9,1,32.0,-1,0,11200000,Кунцево,Ельнинская ,22К1,Молодёжная,
430,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301065726/,Москва,sale,flat,9,17,1,38.0,-1,0,21600000,Можайский, Красных Зорь,33А,Рабочий посёлок,Манифест
431,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/297078172/,Москва,sale,flat,12,18,1,38.0,-1,0,12100000,Бирюлево Восточное,6-я Радиальная ,7/6к1,Царицыно,Царицыно-2
432,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298337933/,Москва,sale,flat,13,17,1,42.2,-1,0,12000000,Крюково,проспект Георгиевский,33к2,Зеленоград — Крюково,Жемчужина Зеленограда
433,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/301036306/,Москва,sale,flat,8,9,1,38.0,-1,0,11590000,Лосиноостровский,Норильская ,3,Медведково,
434,МИЦ-Столичный ипотечный центр недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298146793/,Москва,sale,flat,8,12,1,38.7,-1,0,10500000,Митино,Уваровский переулок,10,Пенягино,
435,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298346469/,Москва,sale,flat,6,14,1,34.3,-1,0,7770000,, Стожарова,11,Санино,Новое Внуково
436,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298503162/,Москва,sale,flat,13,16,1,34.2,-1,0,9900000,Теплый Стан, Генерала Тюленева,29К1,Тёплый Стан,
437,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298623428/,Москва,sale,flat,2,12,1,38.9,-1,0,9100000,Марьино,Донецкая ,18К2,Курьяново,
438,ОГРК,real_estate_agent,https://www.cian.ru/sale/flat/300658108/,Москва,sale,flat,19,33,1,31.7,-1,0,17190000,Хорошево-Мневники,Причальный проезд,10Б,Шелепиха,Level Причальный
439,Гильдия Риэлторов Москвы,real_estate_agent,https://www.cian.ru/sale/flat/301175786/,Москва,sale,flat,6,28,1,34.0,-1,0,18990000,Лефортово,проезд Невельского,1к4,Авиамоторная,Символ
440,Акрополь,real_estate_agent,https://www.cian.ru/sale/flat/299329067/,Москва,sale,flat,24,24,1,39.1,-1,0,13500000,Метрогородок,Тагильская ,4А,Бульвар Рокоссовского,Сиреневый парк
441,Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301752001/,Москва,sale,flat,3,25,1,44.7,-1,0,24500000,Раменки, Янковского,1к1,Аминьевская,Событие
442,Дарья Румянцева,realtor,https://www.cian.ru/sale/flat/300571796/,Москва,sale,flat,3,8,1,40.1,-1,0,14000000,Соколиная гора,Большая Семеновская ,29/2,Электрозаводская,
443,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/300094894/,Москва,sale,flat,2,30,1,40.8,-1,0,21000000,Хорошево-Мневники,бульвар Генерала Карбышева,11,Народное Ополчение,Union Park
444,Статус,real_estate_agent,https://www.cian.ru/sale/flat/301314488/,Москва,sale,flat,4,9,1,35.6,-1,0,7990000,,проспект Новосередневский,17к1,Филатов Луг,Середневский лес
445,Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/298526069/,Москва,sale,flat,6,36,1,34.0,-1,0,21000000,Хорошево-Мневники,Шелепихинская набережная,40к1,,Sydney City
446,CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301416857/,Москва,sale,flat,16,46,1,36.5,-1,0,20500000,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити
447,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301271454/,Москва,sale,flat,14,16,1,35.0,-1,0,11500000,Теплый Стан, Теплый Стан,31,Тёплый Стан,
448,Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/299572508/,Москва,sale,flat,14,22,1,41.5,-1,0,12400000,Ивановское,шоссе Энтузиастов,57,Новогиреево,
449,Наталья Бондаренко,realtor,https://www.cian.ru/sale/flat/299990269/,Москва,sale,flat,6,12,1,35.3,-1,0,14990000,Академический, Винокурова,12К4,Академическая,
450,Брусника Обмен,real_estate_agent,https://www.cian.ru/sale/flat/301009650/,Москва,sale,flat,18,32,1,37.6,-1,0,14850000,Нижегородский,Газгольдерная ,10,Нижегородская,Profit
451,Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/299071762/,Москва,sale,flat,3,12,1,39.0,-1,0,20400000,Даниловский,3-й Павелецкий проезд,3,Крестьянская застава,Резиденции Композиторов
